Gene	sgRNA	eff
PCGF6_P1P2	PCGF6_+_105110767.23-P1P2_5	1
PCGF6_P1P2	PCGF6_-_105110846.23-P1P2_3	1
PCGF6_P1P2	PCGF6_+_105110813.23-P1P2_2	1
PCGF6_P1P2	PCGF6_+_105110880.23-P1P2_4	1
MID2_P1P2	MID2_-_107069136.23-P1P2_4	1
MID2_P1P2	MID2_+_107069127.23-P1P2_3	1
MID2_P1P2	MID2_+_107069089.23-P1P2_5	1
MID2_P1P2	MID2_-_107069108.23-P1P2_2	1
MID2_P1P2	MID2_+_107069336.23-P1P2_1	1
ZNF322_P1P2	ZNF322_+_26659970.23-P1P2_3	1
ZNF322_P1P2	ZNF322_-_26659672.23-P1P2_1	1
ZNF322_P1P2	ZNF322_+_26659606.23-P1P2_2	1
ZNF322_P1P2	ZNF322_+_26659555.23-P1P2_5	1
ZNF322_P1P2	ZNF322_-_26659648.23-P1P2_4	1
METTL17_P1P2	METTL17_-_21458210.23-P1P2_5	1
METTL17_P1P2	METTL17_-_21458124.23-P1P2_2	1
METTL17_P1P2	METTL17_-_21458170.23-P1P2_3	1
METTL17_P1P2	METTL17_+_21458205.23-P1P2_1	1
METTL17_P1P2	METTL17_-_21458167.23-P1P2_4	1
SNAI1_P1P2	SNAI1_-_48599532.23-P1P2_1	1
SNAI1_P1P2	SNAI1_+_48599533.23-P1P2_2	1
SNAI1_P1P2	SNAI1_-_48599544.23-P1P2_5	1
SNAI1_P1P2	SNAI1_-_48599751.23-P1P2_4	1
SNAI1_P1P2	SNAI1_+_48599585.23-P1P2_3	1
MED25_P1P2	MED25_-_50321565.23-P1P2_5	1
MED25_P1P2	MED25_+_50321587.23-P1P2_4	1
MED25_P1P2	MED25_-_50321601.23-P1P2_1	1
MED25_P1P2	MED25_-_50321617.23-P1P2_3	1
MED25_P1P2	MED25_-_50321595.23-P1P2_2	1
RPS8_P1P2	RPS8_-_45241308.23-P1P2_1	1
RPS8_P1P2	RPS8_-_45241673.23-P1P2_2	1
RPS8_P1P2	RPS8_-_45241305.23-P1P2_3	1
RPS8_P1P2	RPS8_-_45241297.23-P1P2_4	1
RPS8_P1P2	RPS8_-_45241294.23-P1P2_5	1
ZNF443_P1P2	ZNF443_+_12551758.23-P1P2_4	1
ZNF443_P1P2	ZNF443_+_12551747.23-P1P2_3	1
ZNF443_P1P2	ZNF443_+_12551754.23-P1P2_2	1
ZNF443_P1P2	ZNF443_+_12551774.23-P1P2_1	1
ZNF443_P1P2	ZNF443_+_12551790.23-P1P2_5	1
ESRRG_ENST00000493748.1	ESRRG_-_217250254.23-ENST00000493748.1_1	1
ESRRG_ENST00000493748.1	ESRRG_-_217250324.23-ENST00000493748.1_4	1
ESRRG_ENST00000493748.1	ESRRG_-_217250320.23-ENST00000493748.1_5	1
ESRRG_ENST00000493748.1	ESRRG_+_217250274.23-ENST00000493748.1_3	1
ESRRG_ENST00000493748.1	ESRRG_-_217250304.23-ENST00000493748.1_2	1
ZNF234_P1	ZNF234_+_44669311.23-P1_1	1
ZNF234_P1	ZNF234_+_44669242.23-P1_4	1
ZNF234_P1	ZNF234_+_44669245.23-P1_3	1
ZNF234_P1	ZNF234_-_44669280.23-P1_2	1
ZNF234_P1	ZNF234_-_44669295.23-P1_5	1
ZNF226_P1	ZNF226_+_44669311.23-P1_1	1
ZNF226_P1	ZNF226_+_44669242.23-P1_4	1
ZNF226_P1	ZNF226_+_44669245.23-P1_3	1
ZNF226_P1	ZNF226_-_44669280.23-P1_2	1
ZNF226_P1	ZNF226_-_44669295.23-P1_5	1
RHOXF1_P1P2	RHOXF1_-_119250284.23-P1P2_5	1
RHOXF1_P1P2	RHOXF1_-_119250307.23-P1P2_1	1
RHOXF1_P1P2	RHOXF1_-_119250304.23-P1P2_4	1
RHOXF1_P1P2	RHOXF1_+_119250357.23-P1P2_3	1
RHOXF1_P1P2	RHOXF1_-_119250276.23-P1P2_2	1
VPS72_P1P2	VPS72_+_151162629.23-P1P2_2	1
VPS72_P1P2	VPS72_-_151162562.23-P1P2_5	1
VPS72_P1P2	VPS72_+_151162397.23-P1P2_3	1
VPS72_P1P2	VPS72_+_151162601.23-P1P2_1	1
VPS72_P1P2	VPS72_+_151162587.23-P1P2_4	1
SF3A2_P1	SF3A2_-_2236863.23-P1_5	1
SF3A2_P1	SF3A2_-_2236905.23-P1_4	1
SF3A2_P1	SF3A2_-_2236860.23-P1_3	1
SF3A2_P1	SF3A2_-_2236873.23-P1_1	1
SF3A2_P1	SF3A2_-_2236876.23-P1_2	1
IKZF2_P1	IKZF2_-_214015138.23-P1_3	1
IKZF2_P1	IKZF2_-_214015078.23-P1_1	1
IKZF2_P1	IKZF2_-_214015105.23-P1_4	1
IKZF2_P1	IKZF2_-_214015101.23-P1_5	1
IKZF2_P1	IKZF2_-_214015081.23-P1_2	1
RPL18A_P1P2	RPL18A_-_17970947.23-P1P2_4	1
RPL18A_P1P2	RPL18A_-_17970783.23-P1P2_5	1
RPL18A_P1P2	RPL18A_-_17970792.23-P1P2_1	1
RPL18A_P1P2	RPL18A_-_17970722.23-P1P2_3	1
RPL18A_P1P2	RPL18A_+_17970907.23-P1P2_2	1
PHC1_P1P2	PHC1_-_9066879.23-P1P2_3	1
PHC1_P1P2	PHC1_+_9067071.23-P1P2_1	1
PHC1_P1P2	PHC1_+_9066802.23-P1P2_2	1
PHC1_P1P2	PHC1_-_9067001.23-P1P2_4	1
PHC1_P1P2	PHC1_+_9066807.23-P1P2_5	1
HMGA1_P1P2	HMGA1_-_34204751.23-P1P2_4	1
HMGA1_P1P2	HMGA1_-_34204861.23-P1P2_5	1
HMGA1_P1P2	HMGA1_+_34204661.23-P1P2_3	1
HMGA1_P1P2	HMGA1_-_34204692.23-P1P2_1	1
HMGA1_P1P2	HMGA1_+_34204957.23-P1P2_2	1
BRD8_P1P2	BRD8_+_137514286.23-P1P2_2	1
BRD8_P1P2	BRD8_-_137514252.23-P1P2_5	1
BRD8_P1P2	BRD8_+_137514308.23-P1P2_3	1
BRD8_P1P2	BRD8_+_137514319.23-P1P2_4	1
BRD8_P1P2	BRD8_+_137514292.23-P1P2_1	1
CENPA_P2	CENPA_-_27008953.23-P2_1	1
CENPA_P2	CENPA_-_27008960.23-P2_3	1
CENPA_P2	CENPA_-_27008942.23-P2_5	1
CENPA_P2	CENPA_-_27008976.23-P2_2	1
CENPA_P2	CENPA_+_27008992.23-P2_4	1
PRKCB_P1P2	PRKCB_-_23847312.23-P1P2_1	1
PRKCB_P1P2	PRKCB_-_23847474.23-P1P2_4	1
PRKCB_P1P2	PRKCB_-_23847375.23-P1P2_3	1
PRKCB_P1P2	PRKCB_-_23847508.23-P1P2_5	1
PRKCB_P1P2	PRKCB_-_23847339.23-P1P2_2	1
BUD31_P1P2	BUD31_+_99006639.23-P1P2_4	1
BUD31_P1P2	BUD31_+_99006606.23-P1P2_3	1
BUD31_P1P2	BUD31_-_99006788.23-P1P2_2	1
BUD31_P1P2	BUD31_+_99006585.23-P1P2_1	1
BUD31_P1P2	BUD31_+_99006768.23-P1P2_5	1
PKN1_P2	PKN1_+_14551296.23-P2_3	1
PKN1_P2	PKN1_-_14551111.23-P2_2	1
PKN1_P2	PKN1_-_14551305.23-P2_5	1
PKN1_P2	PKN1_-_14551126.23-P2_1	1
PKN1_P2	PKN1_+_14551112.23-P2_4	1
PRDM12_P1P2	PRDM12_-_133539623.23-P1P2_5	1
PRDM12_P1P2	PRDM12_+_133540034.23-P1P2_3	1
PRDM12_P1P2	PRDM12_-_133540047.23-P1P2_2	1
PRDM12_P1P2	PRDM12_+_133539961.23-P1P2_4	1
PRDM12_P1P2	PRDM12_+_133539845.23-P1P2_1	1
UIMC1_P1P2	UIMC1_-_176433727.23-P1P2_1	1
UIMC1_P1P2	UIMC1_-_176433575.23-P1P2_5	1
UIMC1_P1P2	UIMC1_-_176433500.23-P1P2_2	1
UIMC1_P1P2	UIMC1_-_176433543.23-P1P2_3	1
UIMC1_P1P2	UIMC1_+_176433562.23-P1P2_4	1
ZNF517_P1P2	ZNF517_+_146024504.23-P1P2_2	1
ZNF517_P1P2	ZNF517_+_146024454.23-P1P2_1	1
ZNF517_P1P2	ZNF517_-_146024336.23-P1P2_4	1
ZNF517_P1P2	ZNF517_-_146024312.23-P1P2_5	1
ZNF517_P1P2	ZNF517_+_146024657.23-P1P2_3	1
MECP2_P1P2	MECP2_-_153363160.23-P1P2_3	1
MECP2_P1P2	MECP2_+_153362958.23-P1P2_2	1
MECP2_P1P2	MECP2_+_153363153.23-P1P2_4	1
MECP2_P1P2	MECP2_+_153363145.23-P1P2_1	1
MECP2_P1P2	MECP2_-_153363132.23-P1P2_5	1
ZCCHC9_P1P2	ZCCHC9_+_80597704.23-P1P2_5	1
ZCCHC9_P1P2	ZCCHC9_-_80597465.23-P1P2_2	1
ZCCHC9_P1P2	ZCCHC9_-_80597477.23-P1P2_4	1
ZCCHC9_P1P2	ZCCHC9_+_80597457.23-P1P2_3	1
ZCCHC9_P1P2	ZCCHC9_-_80597504.23-P1P2_1	1
ZKSCAN4_P1P2	ZKSCAN4_-_28219991.23-P1P2_3	1
ZKSCAN4_P1P2	ZKSCAN4_+_28219859.23-P1P2_4	1
ZKSCAN4_P1P2	ZKSCAN4_-_28220035.23-P1P2_2	1
ZKSCAN4_P1P2	ZKSCAN4_-_28219827.23-P1P2_5	1
ZKSCAN4_P1P2	ZKSCAN4_+_28219883.23-P1P2_1	1
PHF11_P1P2	PHF11_+_50070391.23-P1P2_5	1
PHF11_P1P2	PHF11_-_50070140.23-P1P2_3	1
PHF11_P1P2	PHF11_+_50070334.23-P1P2_4	1
PHF11_P1P2	PHF11_-_50070170.23-P1P2_2	1
PHF11_P1P2	PHF11_+_50070161.23-P1P2_1	1
TUBA4A_P1P2	TUBA4A_-_220118407.23-P1P2_3	1
TUBA4A_P1P2	TUBA4A_+_220117971.23-P1P2_5	1
TUBA4A_P1P2	TUBA4A_+_220118576.23-P1P2_1	1
TUBA4A_P1P2	TUBA4A_-_220118594.23-P1P2_2	1
TUBA4A_P1P2	TUBA4A_-_220118616.23-P1P2_4	1
ATP6V1B2_P1P2	ATP6V1B2_+_20054974.23-P1P2_5	1
ATP6V1B2_P1P2	ATP6V1B2_+_20054959.23-P1P2_3	1
ATP6V1B2_P1P2	ATP6V1B2_-_20054985.23-P1P2_2	1
ATP6V1B2_P1P2	ATP6V1B2_+_20055090.23-P1P2_1	1
ATP6V1B2_P1P2	ATP6V1B2_+_20054954.23-P1P2_4	1
ATF6_P1P2	ATF6_+_161736292.23-P1P2_4	1
ATF6_P1P2	ATF6_-_161736156.23-P1P2_3	1
ATF6_P1P2	ATF6_+_161736178.23-P1P2_5	1
ATF6_P1P2	ATF6_-_161736133.23-P1P2_2	1
ATF6_P1P2	ATF6_+_161736096.23-P1P2_1	1
AFAP1L2_P1P2	AFAP1L2_-_116164240.23-P1P2_2	1
AFAP1L2_P1P2	AFAP1L2_+_116164197.23-P1P2_1	1
AFAP1L2_P1P2	AFAP1L2_+_116164052.23-P1P2_4	1
AFAP1L2_P1P2	AFAP1L2_+_116164205.23-P1P2_3	1
AFAP1L2_P1P2	AFAP1L2_+_116164210.23-P1P2_5	1
RNF168_P1P2	RNF168_-_196230614.23-P1P2_5	1
RNF168_P1P2	RNF168_-_196230347.23-P1P2_4	1
RNF168_P1P2	RNF168_+_196230575.23-P1P2_1	1
RNF168_P1P2	RNF168_+_196230525.23-P1P2_3	1
RNF168_P1P2	RNF168_+_196230600.23-P1P2_2	1
SLC9A1_P1P2	SLC9A1_-_27481597.23-P1P2_3	1
SLC9A1_P1P2	SLC9A1_+_27481273.23-P1P2_2	1
SLC9A1_P1P2	SLC9A1_-_27481650.23-P1P2_4	1
SLC9A1_P1P2	SLC9A1_-_27481416.23-P1P2_5	1
SLC9A1_P1P2	SLC9A1_-_27481359.23-P1P2_1	1
UBE2A_P1P2	UBE2A_-_118708544.23-P1P2_4	1
UBE2A_P1P2	UBE2A_-_118708549.23-P1P2_2	1
UBE2A_P1P2	UBE2A_-_118708567.23-P1P2_3	1
UBE2A_P1P2	UBE2A_+_118708596.23-P1P2_5	1
UBE2A_P1P2	UBE2A_+_118708560.23-P1P2_1	1
CD81_P1	CD81_-_2398562.23-P1_2	1
CD81_P1	CD81_-_2398599.23-P1_4	1
CD81_P1	CD81_-_2398742.23-P1_5	1
CD81_P1	CD81_-_2398565.23-P1_1	1
CD81_P1	CD81_+_2398580.23-P1_3	1
TFAP2A_P2	TFAP2A_+_10415262.23-P2_4	1
TFAP2A_P2	TFAP2A_-_10415301.23-P2_5	1
TFAP2A_P2	TFAP2A_-_10415311.23-P2_2	1
TFAP2A_P2	TFAP2A_-_10415324.23-P2_1	1
TFAP2A_P2	TFAP2A_+_10415245.23-P2_3	1
ZNF862_P1P2	ZNF862_-_149535728.23-P1P2_3	1
ZNF862_P1P2	ZNF862_+_149535545.23-P1P2_5	1
ZNF862_P1P2	ZNF862_-_149535532.23-P1P2_1	1
ZNF862_P1P2	ZNF862_+_149535583.23-P1P2_2	1
ZNF862_P1P2	ZNF862_-_149535571.23-P1P2_4	1
SP140_P1P2	SP140_+_231090637.23-P1P2_3	1
SP140_P1P2	SP140_+_231090471.23-P1P2_2	1
SP140_P1P2	SP140_+_231090646.23-P1P2_5	1
SP140_P1P2	SP140_-_231090550.23-P1P2_4	1
SP140_P1P2	SP140_-_231090478.23-P1P2_1	1
VSX2_P1P2	VSX2_-_74706168.23-P1P2_3	1
VSX2_P1P2	VSX2_-_74706211.23-P1P2_4	1
VSX2_P1P2	VSX2_-_74706179.23-P1P2_5	1
VSX2_P1P2	VSX2_-_74706171.23-P1P2_1	1
VSX2_P1P2	VSX2_-_74706165.23-P1P2_2	1
PYGO1_P1P2	PYGO1_+_55880562.23-P1P2_5	1
PYGO1_P1P2	PYGO1_+_55880425.23-P1P2_3	1
PYGO1_P1P2	PYGO1_-_55880559.23-P1P2_2	1
PYGO1_P1P2	PYGO1_-_55880588.23-P1P2_4	1
PYGO1_P1P2	PYGO1_+_55880522.23-P1P2_1	1
GDNF_P1P2	GDNF_+_37839981.23-P1P2_1	1
GDNF_P1P2	GDNF_-_37839686.23-P1P2_4	1
GDNF_P1P2	GDNF_+_37839597.23-P1P2_5	1
GDNF_P1P2	GDNF_-_37840029.23-P1P2_3	1
GDNF_P1P2	GDNF_+_37839996.23-P1P2_2	1
TNIP2_P1P2	TNIP2_+_2757731.23-P1P2_2	1
TNIP2_P1P2	TNIP2_+_2758046.23-P1P2_5	1
TNIP2_P1P2	TNIP2_-_2757835.23-P1P2_1	1
TNIP2_P1P2	TNIP2_+_2758049.23-P1P2_4	1
TNIP2_P1P2	TNIP2_-_2757831.23-P1P2_3	1
HOXA6_P1P2	HOXA6_+_27190488.23-P1P2_1	1
HOXA6_P1P2	HOXA6_-_27190360.23-P1P2_3	1
HOXA6_P1P2	HOXA6_-_27190582.23-P1P2_5	1
HOXA6_P1P2	HOXA6_-_27190522.23-P1P2_4	1
HOXA6_P1P2	HOXA6_-_27190400.23-P1P2_2	1
SP3_P1P2	SP3_-_174828601.23-P1P2_4	1
SP3_P1P2	SP3_+_174828532.23-P1P2_3	1
SP3_P1P2	SP3_+_174828614.23-P1P2_5	1
SP3_P1P2	SP3_-_174828595.23-P1P2_1	1
SP3_P1P2	SP3_+_174828529.23-P1P2_2	1
ZBTB12_P1P2	ZBTB12_-_31869341.23-P1P2_5	1
ZBTB12_P1P2	ZBTB12_-_31869853.23-P1P2_2	1
ZBTB12_P1P2	ZBTB12_-_31869856.23-P1P2_1	1
ZBTB12_P1P2	ZBTB12_-_31869777.23-P1P2_4	1
ZBTB12_P1P2	ZBTB12_+_31869661.23-P1P2_3	1
LMNA_P1P2	LMNA_-_156084549.23-P1P2_3	1
LMNA_P1P2	LMNA_+_156084543.23-P1P2_2	1
LMNA_P1P2	LMNA_+_156084532.23-P1P2_1	1
LMNA_P1P2	LMNA_+_156084579.23-P1P2_4	1
LMNA_P1P2	LMNA_+_156084766.23-P1P2_5	1
SSBP1_P1P2	SSBP1_+_141438407.23-P1P2_4	1
SSBP1_P1P2	SSBP1_-_141438210.23-P1P2_1	1
SSBP1_P1P2	SSBP1_+_141438412.23-P1P2_5	1
SSBP1_P1P2	SSBP1_+_141438384.23-P1P2_2	1
SSBP1_P1P2	SSBP1_-_141438216.23-P1P2_3	1
PHOX2B_P1P2	PHOX2B_-_41750589.23-P1P2_1	1
PHOX2B_P1P2	PHOX2B_-_41750481.23-P1P2_5	1
PHOX2B_P1P2	PHOX2B_+_41750742.23-P1P2_3	1
PHOX2B_P1P2	PHOX2B_-_41750456.23-P1P2_2	1
PHOX2B_P1P2	PHOX2B_+_41750413.23-P1P2_4	1
HNRNPL_P2	HNRNPL_-_39342945.23-P2_2	1
HNRNPL_P2	HNRNPL_+_39342950.23-P2_4	1
HNRNPL_P2	HNRNPL_+_39342928.23-P2_1	1
HNRNPL_P2	HNRNPL_+_39342770.23-P2_5	1
HNRNPL_P2	HNRNPL_-_39342753.23-P2_3	1
NFKB2_P1P2	NFKB2_+_104155526.23-P1P2_2	1
NFKB2_P1P2	NFKB2_-_104155543.23-P1P2_3	1
NFKB2_P1P2	NFKB2_-_104155540.23-P1P2_4	1
NFKB2_P1P2	NFKB2_-_104155515.23-P1P2_5	1
NFKB2_P1P2	NFKB2_+_104155509.23-P1P2_1	1
PTCD3_P1P2	PTCD3_-_86333441.23-P1P2_1	1
PTCD3_P1P2	PTCD3_+_86333424.23-P1P2_2	1
PTCD3_P1P2	PTCD3_-_86333434.23-P1P2_5	1
PTCD3_P1P2	PTCD3_-_86333373.23-P1P2_3	1
PTCD3_P1P2	PTCD3_-_86333438.23-P1P2_4	1
ZBTB44_P1P2	ZBTB44_+_130184309.23-P1P2_5	1
ZBTB44_P1P2	ZBTB44_+_130184433.23-P1P2_1	1
ZBTB44_P1P2	ZBTB44_+_130184754.23-P1P2_3	1
ZBTB44_P1P2	ZBTB44_+_130184398.23-P1P2_4	1
ZBTB44_P1P2	ZBTB44_+_130184751.23-P1P2_2	1
PADI2_P1P2	PADI2_+_17445874.23-P1P2_1	1
PADI2_P1P2	PADI2_+_17445915.23-P1P2_5	1
PADI2_P1P2	PADI2_+_17445869.23-P1P2_4	1
PADI2_P1P2	PADI2_-_17445902.23-P1P2_3	1
PADI2_P1P2	PADI2_-_17445679.23-P1P2_2	1
EHMT2_P1P2	EHMT2_+_31865447.23-P1P2_4	1
EHMT2_P1P2	EHMT2_+_31865401.23-P1P2_2	1
EHMT2_P1P2	EHMT2_-_31865419.23-P1P2_5	1
EHMT2_P1P2	EHMT2_+_31864890.23-P1P2_1	1
EHMT2_P1P2	EHMT2_-_31865199.23-P1P2_3	1
ZNF543_P1P2	ZNF543_-_57831934.23-P1P2_3	1
ZNF543_P1P2	ZNF543_+_57831890.23-P1P2_5	1
ZNF543_P1P2	ZNF543_-_57831931.23-P1P2_2	1
ZNF543_P1P2	ZNF543_+_57831896.23-P1P2_1	1
ZNF543_P1P2	ZNF543_+_57831960.23-P1P2_4	1
KPNA5_P1P2	KPNA5_+_117002438.23-P1P2_5	1
KPNA5_P1P2	KPNA5_-_117002422.23-P1P2_3	1
KPNA5_P1P2	KPNA5_+_117002441.23-P1P2_2	1
KPNA5_P1P2	KPNA5_-_117002414.23-P1P2_4	1
KPNA5_P1P2	KPNA5_+_117002426.23-P1P2_1	1
NLRP3_P1P2	NLRP3_-_247579522.23-P1P2_2	1
NLRP3_P1P2	NLRP3_+_247579763.23-P1P2_3	1
NLRP3_P1P2	NLRP3_+_247579742.23-P1P2_4	1
NLRP3_P1P2	NLRP3_+_247579463.23-P1P2_5	1
NLRP3_P1P2	NLRP3_+_247579507.23-P1P2_1	1
RPL19_P1P2	RPL19_+_37356595.23-P1P2_1	1
RPL19_P1P2	RPL19_-_37356549.23-P1P2_5	1
RPL19_P1P2	RPL19_-_37356649.23-P1P2_4	1
RPL19_P1P2	RPL19_+_37356736.23-P1P2_2	1
RPL19_P1P2	RPL19_-_37356608.23-P1P2_3	1
SND1_P1P2	SND1_+_127292299.23-P1P2_4	1
SND1_P1P2	SND1_-_127292231.23-P1P2_3	1
SND1_P1P2	SND1_-_127292228.23-P1P2_2	1
SND1_P1P2	SND1_+_127292275.23-P1P2_5	1
SND1_P1P2	SND1_-_127292237.23-P1P2_1	1
ZNF513_P1P2	ZNF513_+_27603602.23-P1P2_4	1
ZNF513_P1P2	ZNF513_+_27603571.23-P1P2_3	1
ZNF513_P1P2	ZNF513_+_27603574.23-P1P2_2	1
ZNF513_P1P2	ZNF513_-_27603612.23-P1P2_1	1
ZNF513_P1P2	ZNF513_+_27603595.23-P1P2_5	1
AKNA_P2	AKNA_+_117160732.23-P2_5	1
AKNA_P2	AKNA_+_117160706.23-P2_1	1
AKNA_P2	AKNA_-_117160725.23-P2_3	1
AKNA_P2	AKNA_+_117160729.23-P2_2	1
AKNA_P2	AKNA_-_117160508.23-P2_4	1
ATXN7_ENST00000398590.3	ATXN7_-_63850049.23-ENST00000398590.3_1	1
ATXN7_ENST00000398590.3	ATXN7_+_63850052.23-ENST00000398590.3_4	1
ATXN7_ENST00000398590.3	ATXN7_-_63850058.23-ENST00000398590.3_3	1
ATXN7_ENST00000398590.3	ATXN7_-_63850061.23-ENST00000398590.3_2	1
ATXN7_ENST00000398590.3	ATXN7_-_63850240.23-ENST00000398590.3_5	1
ZNF442_P1P2	ZNF442_-_12476482.23-P1P2_4	1
ZNF442_P1P2	ZNF442_+_12476378.23-P1P2_3	1
ZNF442_P1P2	ZNF442_-_12476405.23-P1P2_1	1
ZNF442_P1P2	ZNF442_+_12476396.23-P1P2_2	1
ZNF442_P1P2	ZNF442_-_12476385.23-P1P2_5	1
ZNF735_na	ZNF735_+_63667769.23-NM_001159524_4	1
ZNF735_na	ZNF735_-_63667931.23-NM_001159524_1	1
ZNF735_na	ZNF735_+_63667746.23-NM_001159524_3	1
ZNF735_na	ZNF735_+_63667740.23-NM_001159524_2	1
ZNF735_na	ZNF735_-_63667917.23-NM_001159524_5	1
NR1H3_P1	NR1H3_+_47279651.23-P1_5	1
NR1H3_P1	NR1H3_+_47279565.23-P1_2	1
NR1H3_P1	NR1H3_-_47279596.23-P1_3	1
NR1H3_P1	NR1H3_+_47279584.23-P1_4	1
NR1H3_P1	NR1H3_+_47279581.23-P1_1	1
ZNF662_P1P2	ZNF662_+_42947635.23-P1P2_5	1
ZNF662_P1P2	ZNF662_-_42947674.23-P1P2_2	1
ZNF662_P1P2	ZNF662_-_42947681.23-P1P2_1	1
ZNF662_P1P2	ZNF662_+_42947973.23-P1P2_4	1
ZNF662_P1P2	ZNF662_-_42947721.23-P1P2_3	1
ZNF831_ENST00000371030.2	ZNF831_+_57766437.23-ENST00000371030.2_2	1
ZNF831_ENST00000371030.2	ZNF831_-_57766312.23-ENST00000371030.2_3	1
ZNF831_ENST00000371030.2	ZNF831_+_57766187.23-ENST00000371030.2_1	1
ZNF831_ENST00000371030.2	ZNF831_+_57766107.23-ENST00000371030.2_5	1
ZNF831_ENST00000371030.2	ZNF831_-_57766327.23-ENST00000371030.2_4	1
HOXD10_P1	HOXD10_+_176973527.23-P1_3	1
HOXD10_P1	HOXD10_-_176973571.23-P1_4	1
HOXD10_P1	HOXD10_-_176973537.23-P1_1	1
HOXD10_P1	HOXD10_-_176973562.23-P1_5	1
HOXD10_P1	HOXD10_+_176973611.23-P1_2	1
SIN3A_P2	SIN3A_-_75748157.23-P2_5	1
SIN3A_P2	SIN3A_-_75748095.23-P2_1	1
SIN3A_P2	SIN3A_+_75747995.23-P2_2	1
SIN3A_P2	SIN3A_-_75748160.23-P2_4	1
SIN3A_P2	SIN3A_-_75748060.23-P2_3	1
OLA1_P1P2	OLA1_-_175113145.23-P1P2_5	1
OLA1_P1P2	OLA1_+_175112867.23-P1P2_4	1
OLA1_P1P2	OLA1_+_175113173.23-P1P2_2	1
OLA1_P1P2	OLA1_-_175113193.23-P1P2_1	1
OLA1_P1P2	OLA1_-_175112878.23-P1P2_3	1
PRKD1_P1P2	PRKD1_+_30397008.23-P1P2_1	1
PRKD1_P1P2	PRKD1_+_30397011.23-P1P2_5	1
PRKD1_P1P2	PRKD1_+_30397005.23-P1P2_3	1
PRKD1_P1P2	PRKD1_+_30397022.23-P1P2_4	1
PRKD1_P1P2	PRKD1_-_30397048.23-P1P2_2	1
SMARCA1_P1P2	SMARCA1_-_128657004.23-P1P2_5	1
SMARCA1_P1P2	SMARCA1_+_128657241.23-P1P2_2	1
SMARCA1_P1P2	SMARCA1_+_128657238.23-P1P2_4	1
SMARCA1_P1P2	SMARCA1_+_128657456.23-P1P2_3	1
SMARCA1_P1P2	SMARCA1_-_128657372.23-P1P2_1	1
BRWD1_P1P2	BRWD1_+_40685538.23-P1P2_3	1
BRWD1_P1P2	BRWD1_-_40685510.23-P1P2_4	1
BRWD1_P1P2	BRWD1_+_40685532.23-P1P2_5	1
BRWD1_P1P2	BRWD1_+_40685497.23-P1P2_1	1
BRWD1_P1P2	BRWD1_+_40685535.23-P1P2_2	1
MEIS3_P2	MEIS3_-_47909638.23-P2_3	1
MEIS3_P2	MEIS3_+_47909645.23-P2_2	1
MEIS3_P2	MEIS3_+_47909699.23-P2_1	1
MEIS3_P2	MEIS3_+_47909626.23-P2_4	1
MEIS3_P2	MEIS3_-_47909672.23-P2_5	1
ZNF12_P1P2	ZNF12_+_6746508.23-P1P2_3	1
ZNF12_P1P2	ZNF12_-_6746518.23-P1P2_4	1
ZNF12_P1P2	ZNF12_-_6746554.23-P1P2_2	1
ZNF12_P1P2	ZNF12_+_6746343.23-P1P2_5	1
ZNF12_P1P2	ZNF12_-_6746545.23-P1P2_1	1
CCAR2_P1P2	CCAR2_+_22462326.23-P1P2_2	1
CCAR2_P1P2	CCAR2_+_22462560.23-P1P2_1	1
CCAR2_P1P2	CCAR2_+_22462557.23-P1P2_5	1
CCAR2_P1P2	CCAR2_+_22462550.23-P1P2_4	1
CCAR2_P1P2	CCAR2_+_22462329.23-P1P2_3	1
ZNF582_P1P2	ZNF582_-_56904880.23-P1P2_1	1
ZNF582_P1P2	ZNF582_+_56904883.23-P1P2_2	1
ZNF582_P1P2	ZNF582_+_56904872.23-P1P2_3	1
ZNF582_P1P2	ZNF582_-_56904889.23-P1P2_5	1
ZNF582_P1P2	ZNF582_+_56904875.23-P1P2_4	1
CDKN2A_P2	CDKN2A_-_21974525.23-P2_3	1
CDKN2A_P2	CDKN2A_+_21974625.23-P2_4	1
CDKN2A_P2	CDKN2A_+_21974671.23-P2_2	1
CDKN2A_P2	CDKN2A_+_21974609.23-P2_5	1
CDKN2A_P2	CDKN2A_-_21974795.23-P2_1	1
ZGLP1_P1P2	ZGLP1_+_10416263.23-P1P2_4	1
ZGLP1_P1P2	ZGLP1_-_10416322.23-P1P2_2	1
ZGLP1_P1P2	ZGLP1_+_10416259.23-P1P2_5	1
ZGLP1_P1P2	ZGLP1_-_10416273.23-P1P2_3	1
ZGLP1_P1P2	ZGLP1_+_10416279.23-P1P2_1	1
ZNF808_P2	ZNF808_+_53039635.23-P2_4	1
ZNF808_P2	ZNF808_-_53039264.23-P2_1	1
ZNF808_P2	ZNF808_+_53039314.23-P2_3	1
ZNF808_P2	ZNF808_-_53039267.23-P2_2	1
ZNF808_P2	ZNF808_+_53039342.23-P2_5	1
TAF1_P1P2	TAF1_-_70586580.23-P1P2_3	1
TAF1_P1P2	TAF1_+_70586252.23-P1P2_5	1
TAF1_P1P2	TAF1_+_70586157.23-P1P2_2	1
TAF1_P1P2	TAF1_-_70586261.23-P1P2_1	1
TAF1_P1P2	TAF1_-_70586444.23-P1P2_4	1
